Time,Open,High,Low,Close
1970-01-01 00:25:58.915200,0.00004687,0.00005401,0.00004654,0.00005089
1970-01-01 00:25:59.520000,0.00005088,0.00005537,0.00004816,0.00005051
1970-01-01 00:26:00.124800,0.00005051,0.00005087,0.00004512,0.00004769
1970-01-01 00:26:00.729600,0.00004770,0.00005019,0.00004121,0.00004311
1970-01-01 00:26:01.334400,0.00004311,0.00004326,0.00003304,0.00003651
1970-01-01 00:26:01.939200,0.00003654,0.00004003,0.00003320,0.00003474
1970-01-01 00:26:02.544000,0.00003474,0.00003476,0.00002769,0.00002984
1970-01-01 00:26:03.148800,0.00002985,0.00003347,0.00002849,0.00003125
1970-01-01 00:26:03.753600,0.00003123,0.00003327,0.00003068,0.00003271
1970-01-01 00:26:04.358400,0.00003270,0.00003370,0.00002890,0.00002911
1970-01-01 00:26:04.963200,0.00002911,0.00002912,0.00002458,0.00002627
1970-01-01 00:26:05.568000,0.00002626,0.00002826,0.00002400,0.00002749
1970-01-01 00:26:06.172800,0.00002748,0.00002780,0.00002528,0.00002659
1970-01-01 00:26:06.777600,0.00002657,0.00002760,0.00002513,0.00002632
1970-01-01 00:26:07.382400,0.00002631,0.00002632,0.00002365,0.00002522
1970-01-01 00:26:07.987200,0.00002522,0.00002579,0.00002432,0.00002525
1970-01-01 00:26:08.592000,0.00002525,0.00003208,0.00002516,0.00002757
1970-01-01 00:26:09.196800,0.00002757,0.00003034,0.00002490,0.00002987
1970-01-01 00:26:09.801600,0.00002986,0.00003257,0.00002961,0.00003251
1970-01-01 00:26:10.406400,0.00003251,0.00003483,0.00003120,0.00003351
1970-01-01 00:26:11.011200,0.00003351,0.00003779,0.00003351,0.00003576
1970-01-01 00:26:11.616000,0.00003575,0.00003767,0.00002900,0.00003131
1970-01-01 00:26:12.220800,0.00003130,0.00003288,0.00003065,0.00003157
1970-01-01 00:26:12.825600,0.00003157,0.00003368,0.00002985,0.00003087
1970-01-01 00:26:13.430400,0.00003088,0.00003158,0.00002994,0.00003095
1970-01-01 00:26:14.035200,0.00003095,0.00003304,0.00002960,0.00003190
1970-01-01 00:26:14.640000,0.00003192,0.00003218,0.00002936,0.00003040
1970-01-01 00:26:15.244800,0.00003042,0.00003074,0.00002900,0.00003051
1970-01-01 00:26:15.849600,0.00003052,0.00003092,0.00002988,0.00003054
1970-01-01 00:26:16.454400,0.00003054,0.00003060,0.00002587,0.00002618
1970-01-01 00:26:17.059200,0.00002621,0.00002664,0.00002565,0.00002659
1970-01-01 00:26:17.664000,0.00002660,0.00002708,0.00002604,0.00002644
1970-01-01 00:26:18.268800,0.00002644,0.00002968,0.00002533,0.00002630
1970-01-01 00:26:18.873600,0.00002630,0.00002850,0.00002551,0.00002708
1970-01-01 00:26:19.478400,0.00002707,0.00002790,0.00002588,0.00002685
1970-01-01 00:26:20.083200,0.00002684,0.00002764,0.00002502,0.00002690
1970-01-01 00:26:20.688000,0.00002689,0.00003043,0.00002661,0.00002783
1970-01-01 00:26:21.292800,0.00002782,0.00003355,0.00002692,0.00002951
1970-01-01 00:26:21.897600,0.00002949,0.00003027,0.00002763,0.00002848
1970-01-01 00:26:22.502400,0.00002848,0.00002852,0.00002557,0.00002663
1970-01-01 00:26:23.107200,0.00002663,0.00002715,0.00002428,0.00002539
1970-01-01 00:26:23.712000,0.00002539,0.00003000,0.00002457,0.00002855
1970-01-01 00:26:24.316800,0.00002855,0.00002927,0.00002489,0.00002540
1970-01-01 00:26:24.921600,0.00002540,0.00002876,0.00002375,0.00002768
1970-01-01 00:26:25.526400,0.00002768,0.00002813,0.00002570,0.00002646
1970-01-01 00:26:26.131200,0.00002646,0.00002815,0.00002622,0.00002744
1970-01-01 00:26:26.736000,0.00002744,0.00002765,0.00002652,0.00002655
1970-01-01 00:26:27.340800,0.00002655,0.00002710,0.00002550,0.00002550
1970-01-01 00:26:27.945600,0.00002550,0.00002809,0.00002381,0.00002465
1970-01-01 00:26:28.550400,0.00002465,0.00002492,0.00002130,0.00002259
1970-01-01 00:26:29.155200,0.00002260,0.00002280,0.00002063,0.00002079
1970-01-01 00:26:29.760000,0.00002080,0.00002220,0.00002056,0.00002209
1970-01-01 00:26:30.364800,0.00002209,0.00002223,0.00002069,0.00002093
