Time,Open,High,Low,Close
1970-01-01 00:26:30.699360,0.00179210,0.00179210,0.00179100,0.00179200
1970-01-01 00:26:30.699420,0.00179100,0.00179210,0.00179100,0.00179190
1970-01-01 00:26:30.699480,0.00179180,0.00179180,0.00178940,0.00179030
1970-01-01 00:26:30.699540,0.00179030,0.00179030,0.00178990,0.00179000
1970-01-01 00:26:30.699600,0.00179020,0.00179130,0.00179000,0.00179120
1970-01-01 00:26:30.699660,0.00179080,0.00179100,0.00179020,0.00179030
1970-01-01 00:26:30.699720,0.00179030,0.00179150,0.00179020,0.00179140
1970-01-01 00:26:30.699780,0.00179210,0.00179290,0.00179140,0.00179290
1970-01-01 00:26:30.699840,0.00179240,0.00179340,0.00179210,0.00179210
1970-01-01 00:26:30.699900,0.00179300,0.00179300,0.00179190,0.00179220
1970-01-01 00:26:30.699960,0.00179240,0.00179340,0.00179200,0.00179200
1970-01-01 00:26:30.700020,0.00179240,0.00179330,0.00179220,0.00179250
1970-01-01 00:26:30.700080,0.00179250,0.00179320,0.00179240,0.00179270
1970-01-01 00:26:30.700140,0.00179270,0.00179290,0.00179220,0.00179280
1970-01-01 00:26:30.700200,0.00179240,0.00179290,0.00179240,0.00179290
1970-01-01 00:26:30.700260,0.00179260,0.00179300,0.00179260,0.00179300
1970-01-01 00:26:30.700320,0.00179300,0.00179420,0.00179300,0.00179400
1970-01-01 00:26:30.700380,0.00179370,0.00179430,0.00179300,0.00179340
1970-01-01 00:26:30.700440,0.00179340,0.00179460,0.00179300,0.00179410
1970-01-01 00:26:30.700500,0.00179420,0.00179440,0.00179410,0.00179430
1970-01-01 00:26:30.700560,0.00179430,0.00179440,0.00178930,0.00179130
1970-01-01 00:26:30.700620,0.00179130,0.00179190,0.00179020,0.00179050
1970-01-01 00:26:30.700680,0.00179070,0.00179400,0.00179070,0.00179400
1970-01-01 00:26:30.700740,0.00179350,0.00179460,0.00179290,0.00179390
1970-01-01 00:26:30.700800,0.00179390,0.00179580,0.00179350,0.00179580
1970-01-01 00:26:30.700860,0.00179580,0.00179590,0.00179440,0.00179510
1970-01-01 00:26:30.700920,0.00179570,0.00179600,0.00179510,0.00179530
1970-01-01 00:26:30.700980,0.00179530,0.00179560,0.00179510,0.00179520
1970-01-01 00:26:30.701040,0.00179560,0.00179610,0.00179530,0.00179580
1970-01-01 00:26:30.701100,0.00179570,0.00179600,0.00179470,0.00179470
1970-01-01 00:26:30.701160,0.00179600,0.00179600,0.00179420,0.00179440
1970-01-01 00:26:30.701220,0.00179520,0.00179550,0.00179420,0.00179540
1970-01-01 00:26:30.701280,0.00179520,0.00179550,0.00179450,0.00179540
1970-01-01 00:26:30.701340,0.00179520,0.00179630,0.00179500,0.00179630
1970-01-01 00:26:30.701400,0.00179620,0.00179640,0.00179550,0.00179550
1970-01-01 00:26:30.701460,0.00179630,0.00179650,0.00179490,0.00179490
1970-01-01 00:26:30.701520,0.00179590,0.00179610,0.00179280,0.00179380
1970-01-01 00:26:30.701580,0.00179380,0.00179380,0.00179290,0.00179350
1970-01-01 00:26:30.701640,0.00179340,0.00179350,0.00179330,0.00179340
1970-01-01 00:26:30.701700,0.00179340,0.00179410,0.00179340,0.00179360
1970-01-01 00:26:30.701760,0.00179390,0.00179500,0.00179390,0.00179490
1970-01-01 00:26:30.701820,0.00179540,0.00179550,0.00179290,0.00179290
1970-01-01 00:26:30.701880,0.00179400,0.00179430,0.00179370,0.00179390
1970-01-01 00:26:30.701940,0.00179400,0.00179400,0.00179290,0.00179400
1970-01-01 00:26:30.702000,0.00179410,0.00179420,0.00179390,0.00179410
1970-01-01 00:26:30.702060,0.00179410,0.00179440,0.00179320,0.00179430
1970-01-01 00:26:30.702120,0.00179390,0.00179620,0.00179350,0.00179450
1970-01-01 00:26:30.702180,0.00179480,0.00179480,0.00179390,0.00179400
1970-01-01 00:26:30.702240,0.00179410,0.00179450,0.00179250,0.00179300
1970-01-01 00:26:30.702300,0.00179300,0.00179350,0.00179250,0.00179340
1970-01-01 00:26:30.702360,0.00179320,0.00179350,0.00179250,0.00179310
1970-01-01 00:26:30.702420,0.00179310,0.00179330,0.00179270,0.00179280
1970-01-01 00:26:30.702480,0.00179280,0.00179350,0.00179280,0.00179330
1970-01-01 00:26:30.702540,0.00179290,0.00179320,0.00179210,0.00179210
1970-01-01 00:26:30.702600,0.00179210,0.00179240,0.00179200,0.00179200
1970-01-01 00:26:30.702660,0.00179200,0.00179200,0.00179180,0.00179200
1970-01-01 00:26:30.702720,0.00179190,0.00179190,0.00179180,0.00179180
1970-01-01 00:26:30.702780,0.00179180,0.00179190,0.00179180,0.00179180
1970-01-01 00:26:30.702840,0.00179180,0.00179190,0.00179180,0.00179180
1970-01-01 00:26:30.702900,0.00179200,0.00179200,0.00179180,0.00179180
1970-01-01 00:26:30.702960,0.00179180,0.00179230,0.00179080,0.00179100
1970-01-01 00:26:30.703020,0.00179110,0.00179210,0.00179090,0.00179100
1970-01-01 00:26:30.703080,0.00179090,0.00179100,0.00179010,0.00179090
1970-01-01 00:26:30.703140,0.00179090,0.00179120,0.00179020,0.00179050
1970-01-01 00:26:30.703200,0.00179040,0.00179050,0.00179000,0.00179010
1970-01-01 00:26:30.703260,0.00179020,0.00179070,0.00179000,0.00179010
