Time,Open,High,Low,Close
1970-01-01 00:26:25.699200,0.02070600,0.02092500,0.02069300,0.02092000
1970-01-01 00:26:25.701000,0.02092500,0.02093800,0.02088800,0.02093000
1970-01-01 00:26:25.702800,0.02093000,0.02094200,0.02091100,0.02091500
1970-01-01 00:26:25.704600,0.02091600,0.02093300,0.02090000,0.02090800
1970-01-01 00:26:25.706400,0.02090800,0.02094200,0.02088800,0.02093700
1970-01-01 00:26:25.708200,0.02093700,0.02096100,0.02092200,0.02094800
1970-01-01 00:26:25.710000,0.02094300,0.02096400,0.02090400,0.02092000
1970-01-01 00:26:25.711800,0.02092500,0.02096000,0.02086600,0.02086700
1970-01-01 00:26:25.713600,0.02086700,0.02094400,0.02086700,0.02094100
1970-01-01 00:26:25.715400,0.02094100,0.02096000,0.02092200,0.02092800
1970-01-01 00:26:25.717200,0.02092600,0.02097200,0.02092600,0.02097100
1970-01-01 00:26:25.719000,0.02097100,0.02098000,0.02092700,0.02093500
1970-01-01 00:26:25.720800,0.02093500,0.02099200,0.02092300,0.02097400
1970-01-01 00:26:25.722600,0.02098000,0.02099000,0.02095700,0.02098000
1970-01-01 00:26:25.724400,0.02098100,0.02098400,0.02090000,0.02090800
1970-01-01 00:26:25.726200,0.02090800,0.02093200,0.02089900,0.02091800
1970-01-01 00:26:25.728000,0.02092200,0.02092800,0.02087500,0.02091400
1970-01-01 00:26:25.729800,0.02091400,0.02096400,0.02090700,0.02092800
1970-01-01 00:26:25.731600,0.02092800,0.02096000,0.02091700,0.02094700
1970-01-01 00:26:25.733400,0.02094800,0.02098900,0.02094100,0.02097000
1970-01-01 00:26:25.735200,0.02097400,0.02097400,0.02091900,0.02092500
1970-01-01 00:26:25.737000,0.02092400,0.02097000,0.02092000,0.02096600
1970-01-01 00:26:25.738800,0.02096600,0.02100000,0.02094400,0.02097900
1970-01-01 00:26:25.740600,0.02098000,0.02101100,0.02095900,0.02101100
1970-01-01 00:26:25.742400,0.02101000,0.02113900,0.02101000,0.02110200
1970-01-01 00:26:25.744200,0.02110600,0.02115600,0.02109900,0.02112200
1970-01-01 00:26:25.746000,0.02112200,0.02112900,0.02106300,0.02108300
1970-01-01 00:26:25.747800,0.02108200,0.02113000,0.02105800,0.02105800
1970-01-01 00:26:25.749600,0.02105900,0.02106800,0.02101100,0.02101400
1970-01-01 00:26:25.751400,0.02101400,0.02105900,0.02099400,0.02104600
1970-01-01 00:26:25.753200,0.02104900,0.02106900,0.02102000,0.02103700
1970-01-01 00:26:25.755000,0.02104000,0.02106900,0.02103100,0.02104000
1970-01-01 00:26:25.756800,0.02103900,0.02106000,0.02084000,0.02089000
1970-01-01 00:26:25.758600,0.02089200,0.02092800,0.02087200,0.02091200
1970-01-01 00:26:25.760400,0.02091900,0.02093000,0.02089100,0.02089400
1970-01-01 00:26:25.762200,0.02089600,0.02092400,0.02088400,0.02091900
1970-01-01 00:26:25.764000,0.02091700,0.02092500,0.02088700,0.02089000
1970-01-01 00:26:25.765800,0.02088700,0.02092600,0.02088700,0.02091500
1970-01-01 00:26:25.767600,0.02091800,0.02092300,0.02089000,0.02090800
1970-01-01 00:26:25.769400,0.02090900,0.02095000,0.02090200,0.02094600
1970-01-01 00:26:25.771200,0.02094700,0.02094700,0.02084400,0.02087300
1970-01-01 00:26:25.773000,0.02086800,0.02087300,0.02075100,0.02078900
1970-01-01 00:26:25.774800,0.02079000,0.02079300,0.02070000,0.02073700
1970-01-01 00:26:25.776600,0.02074300,0.02078300,0.02070500,0.02073500
1970-01-01 00:26:25.778400,0.02072800,0.02074100,0.02059000,0.02063900
1970-01-01 00:26:25.780200,0.02064100,0.02065000,0.02041200,0.02043900
1970-01-01 00:26:25.782000,0.02044100,0.02050300,0.02042000,0.02042900
1970-01-01 00:26:25.783800,0.02042900,0.02057400,0.02039000,0.02042000
1970-01-01 00:26:25.785600,0.02042200,0.02062800,0.02042000,0.02054200
1970-01-01 00:26:25.787400,0.02054500,0.02064800,0.02054400,0.02055300
1970-01-01 00:26:25.789200,0.02055900,0.02065100,0.02055900,0.02059100
1970-01-01 00:26:25.791000,0.02058400,0.02060300,0.02055000,0.02058100
1970-01-01 00:26:25.792800,0.02058100,0.02060300,0.02054000,0.02060000
1970-01-01 00:26:25.794600,0.02060200,0.02061100,0.02056500,0.02058600
1970-01-01 00:26:25.796400,0.02058200,0.02061100,0.02055000,0.02059200
1970-01-01 00:26:25.798200,0.02059400,0.02063400,0.02057100,0.02062900
1970-01-01 00:26:25.800000,0.02063300,0.02065800,0.02059900,0.02061800
1970-01-01 00:26:25.801800,0.02061800,0.02063100,0.02057500,0.02059500
1970-01-01 00:26:25.803600,0.02060000,0.02065200,0.02058900,0.02064000
1970-01-01 00:26:25.805400,0.02064000,0.02065100,0.02059200,0.02060800
1970-01-01 00:26:25.807200,0.02061500,0.02067500,0.02059100,0.02067500
1970-01-01 00:26:25.809000,0.02067500,0.02068900,0.02063400,0.02066400
1970-01-01 00:26:25.810800,0.02067000,0.02068800,0.02062500,0.02063100
1970-01-01 00:26:25.812600,0.02063100,0.02068200,0.02063100,0.02067500
1970-01-01 00:26:25.814400,0.02066800,0.02068300,0.02063100,0.02065500
1970-01-01 00:26:25.816200,0.02065500,0.02066800,0.02062600,0.02064400
1970-01-01 00:26:25.818000,0.02064600,0.02067000,0.02062100,0.02062500
1970-01-01 00:26:25.819800,0.02062500,0.02063200,0.02059500,0.02060800
